3239758258	30442
773624800	49920
4277855298	69447
4131346171	16695
739733447	23123
4248530058	15783
219746088	85763
555517217	20012
1246945103	20441
2616499484	26943
3096743317	156745
2889161833	67254
1279862676	22468
368756795	55219
3148314678	31734
3654503054	17699
3239771702	78804
3984143823	33403
485974117	15130
4046144338	23024
3565353515	31540
4277734664	65673
302028857	12801
3882841359	49424
3984135905	73469
485791822	101532
3148269219	65529
3654516080	70721
3096749512	60643
1467297752	135321
1467295516	33306
3996874122	170461
3148269627	33433
3626990741	92590
707753354	29703
3096776152	82612
3984112053	46007
3391664021	94761
3565352606	62232
1764709349	30047
4248374756	96364
739553173	52865
2889164572	134514
368791530	90340
3996682393	16221
1764684049	23935
1246982087	44304
3996719507	59796
3022977678	12796
951538661	31897
2347570331	70351
750062447	13987
219756582	153618
555527952	15284
3148157284	187909
1280006641	12786
3984108999	57145
3943738823	84598
3996682394	41971
1833778406	85612
1236865569	52615
3122842554	155825
750065116	12038
1150103512	37241
4248522327	22111
3096751559	29322
1833744363	29707
4277702269	14616
3626837788	50695
459059974	50718
773627838	45849
3239654863	65979
3882795933	24486
3122739827	91501
739545564	75965
1246970028	22558
2889168934	39532
302069801	20933
739693996	21919
518067937	27523
3943879070	17847
719505290	24951
3984135644	14637
3022966933	28305
1246797942	38034
3239644424	44578
3882660482	20439
1279980826	12015
4277731661	36319
3996716516	91274
2887596070	56119
3882843285	12484
3984131341	13157
1150104442	37016
1279854771	49168
4227549838	29071
2889313707	62907
1280004210	15695
3882843504	102737
773771678	65706
4277710741	54967
3984133384	25757
4254005902	56993
1764531484	18348
4248342770	105852
3565384402	11517
555665842	47423
3239621341	147876
1764528505	40841
368769557	96567
750028093	53791
4045971390	31608
3022852149	24919
3483296746	59724
3483301309	44719
3391694008	92521
459202859	71148
4046144001	47687
951507771	64030
3984251796	125949
4227518613	15696
3122692345	22302
4253848544	82297
4277744827	48841
3565192509	49175
459051700	17630
4227407688	28531
1236990606	69405
3996723092	14596
368617202	32294
3022975120	142642
2326826389	18130
3516731937	90868
485824225	169311
4046006797	18344
951549077	111932
3148282389	50371
1279859717	210975
4227368664	61028
518223242	67775
2326859829	112781
1236985335	38008
1279969714	83150
4248495082	22842
4248525297	110444
3943913211	24597
3148158428	24017
3984259627	89797
2347727482	106313
